Codigo;Nombre;Referencia;Categoria;Descripcion;Partida arancelaria;Marca;Modelo;Nombre impuesto;Porcentaje impuesto;Tipo impuesto;Cuenta de ingresos;Cuenta de inventario;Cuenta de costo de venta;Unidad de medida;Codigo del producto o servicio;Venta en negativo;Precio: General;Costo unitario;Cantidad inicial en bodega: Principal;Cantidad minima en bodega: Principal;Cantidad maxima en bodega: Principal;Codigo de barras;FAMILIA;GARANTIA;GAMA;FECHA DE INGRESO (dd/mm/yyyy);PROVEEDOR;NUEVO;Mostrar item en tienda;Archivo_Origen;cantidad_actual
2311;RELOJ MOBULA H8 ULTRA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;149000,000000;115000,000000;0.0;0.0;0.0;25130;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2312;TRANSMISOR X8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;22000,000000;12000,000000;0.0;0.0;0.0;25131;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2313;PLUG IN NIA AN-794 20W;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;17000,000000;10000,000000;0.0;0.0;0.0;25132;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2314;CABEZA JUQU JQ-149;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;9000,000000;0.0;0.0;0.0;6917987141494;ENERGIA;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2315;PISTOLA HIDROGEL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;119000,000000;85000,000000;0.0;0.0;0.0;25133;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2316;DISCO DE ESTADO SOLIDO 480GB ADATA SU650;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;139000,000000;103000,000000;0.0;0.0;0.0;4713218461179;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2317;CONTROL GAME PAD ARIES ALAMBRICO, NINTENDO, SW,PS3, Y PC;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;115000,000000;79100,000000;0.0;0.0;0.0;6950376774279;GAMING;30 DIAS;MEDIA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2318;MEMORIA USB 32GB ADATA UV240;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;12900,000000;0.0;0.0;0.0;4713218465399;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2319;COMPUTADOR PORTATIL LENOVO ATHLON SILVER 3050U 8GB RAM 256SSD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;1150000,000000;899000,000000;0.0;0.0;0.0;196802796040;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2320;PARLANTE SISTEMA C1PRO J5251;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;990000,000000;900000,000000;0.0;0.0;0.0;5738065152512;SONIDO;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2321;TRIPODE PARLANTE PROFESIONAL JYR;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;99000,000000;65000,000000;0.0;0.0;0.0;5738012220035;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2322;CABLE 3X3 1.5MTS GAB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;5000,000000;1900,000000;0.0;0.0;0.0;7702202241993;CABLES;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2323;CABLE 3X3 3MTS GAB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;6000,000000;2500,000000;0.0;0.0;0.0;7702202333018;CABLES;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2324;MAQUINA DE AFEITAR VGR V-331;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;33000,000000;0.0;0.0;0.0;6973224083316;PELUQUERIA;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2325;MAQUINA 3 EN GEEMY;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;38000,000000;23000,000000;0.0;0.0;0.0;6957952205660;PELUQUERIA;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2326;COMPUTADOR COMPLETO RYZEN 5 5600G + 16GB+512GB + MONITOR 21.5+TECLADO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;2090000,000000;1850000,000000;0.0;0.0;0.0;12365478956123;GAMING;30 DIAS;MEDIA;07/11/2022;JANUS;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2327;BOMBILLO LED 12W BLANCO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;6000,000000;2400,000000;0.0;0.0;0.0;7707692862161;ENERGIA;30 DIAS;MEDIA;07/11/2022;ANDRES;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2328;BOMBILLO LED 9W DALIZ;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;7000,000000;3300,000000;0.0;0.0;0.0;3063;ENERGIA;30 DIAS;MEDIA;07/11/2022;ANDRES;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2329;BOMBILLO LED 20W DALIZ;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;13000,000000;7700,000000;0.0;0.0;0.0;3064;ENERGIA;30 DIAS;MEDIA;07/11/2022;ANDRES;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2330;DIADEMA BLUETOOTH HAVIT H633BT NEGRO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;115000,000000;85000,000000;0.0;0.0;0.0;6939119041755;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2331;DIADEMA BLUETOOTH HAVIT H630;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;129000,000000;95000,000000;0.0;0.0;0.0;6939119073077;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2332;DIADEMA BLUETOOTH HAVIT I62 AZUL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;89000,000000;69000,000000;0.0;0.0;0.0;6939119025755;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2333;TEATRO 2.1 JALTECH A861;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;420000,000000;319900,000000;0.0;0.0;0.0;80339;SONIDO;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2334;TEATRO 2.1 JALTECH JAL831;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;440000,000000;319000,000000;0.0;0.0;0.0;2145874512;SONIDO;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2335;MACBOOK AIR CORE I5 + 4GB RAM + 128 SSD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;550000,000000;2000000,000000;0.0;0.0;0.0;326598784512;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2336;AUDIFONOS BLUETOOTH GENIUS HS-M905BT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;68000,000000;46900,000000;0.0;0.0;0.0;091163260479;SONIDO;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2337;TONER PARA RICOH 320F;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;160000,000000;0.0;0.0;0.0;123452891;IMPRESION;30 DIAS;MEDIA;07/11/2022;TYU;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2338;TONER 53X GENERICO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;110000,000000;190000,000000;0.0;0.0;0.0;3256478521;IMPRESION;30 DIAS;MEDIA;07/11/2022;TYU;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2339;AUDIFONOS MOVISUN CHACHA B4 PURPURA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;7500,000000;0.0;0.0;0.0;7513324870738;SONIDO;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2340;AUDIFONOS MOVISUN CHACHA B8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;19000,000000;10700,000000;0.0;0.0;0.0;21085;SONIDO;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2341;CABLE TIPO C 3A NEGRO CAB251;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;7000,000000;2600,000000;0.0;0.0;0.0;7503031349436;SONIDO;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2342;CABLE TIPO C 3A BLANCO CAB251;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;7000,000000;2600,000000;0.0;0.0;0.0;7503031349443;CABLES;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2343;AUDIFONOS ORAIMO TIPO C OEP-650;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;29000,000000;19900,000000;0.0;0.0;0.0;4895180799914;SONIDO;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2344;CABLE 2X1 1.5M NT-3050;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;5000,000000;2200,000000;0.0;0.0;0.0;2262;CABLES;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2345;ARO DE LUZ 33CM RGB + TRIPODE JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;59000,000000;27900,000000;0.0;0.0;0.0;3055500;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2346;ARO DE LUZ 26CM RGB + TRIPODE JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;28900,000000;0.0;0.0;0.0;3055400;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2347;ARO DE LUZ 26 CM LED + TRIPODE JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;22900,000000;0.0;0.0;0.0;3055600;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2348;ARO DE LUZ 33 CM LED + TRIPODE JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;29900,000000;0.0;0.0;0.0;3055700;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2349;CARTUCHO HP 122 NEGRO ORIGINAL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;110000,000000;80000,000000;0.0;0.0;0.0;321654987789798789;IMPRESION;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2350;PARLANTES USB PREMIUM JYR J5217;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;43000,000000;27300,000000;0.0;0.0;0.0;5738075752177;SONIDO;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2351;PARLANTE BLUETOOTH ZIDLI D3;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;99000,000000;77300,000000;0.0;0.0;0.0;6971601240369;SONIDO;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2352;COMBO ALAMBRICO MULTIMEDIA MONO CUBE JYR;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;68000,000000;48900,000000;0.0;0.0;0.0;8809644570083;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2353;TIMON PRO EXTREME FORCE JYR;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;1200000,000000;900000,000000;0.0;0.0;0.0;5738064840236;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2354;COMPUTADOR PORTATIL HP RYZEN 5 5500U + 12GB+512GB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;1890000,000000;1590000,000000;0.0;0.0;0.0;7H9U4LA#ABM;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2355;TARJETA DE RED PCI GIGABIT TP-LINK;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;75000,000000;50000,000000;0.0;0.0;0.0;789654321126345;REDES;30 DIAS;MEDIA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2356;CARTUCHO HP 122 NEGRO ORIGINAL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;120000,000000;67900,000000;0.0;0.0;0.0;884962983546;IMPRESION;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2357;DISCO ESTADO SOLIDO 960 GB ADATA SU650;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;279000,000000;193950,000000;0.0;0.0;0.0;4713218461186;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2358;DISCO DURO 1TB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;180000,000000;120000,000000;0.0;0.0;0.0;32165489746;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2359;AUDIFONOS ESTEREO SILICONADOS SG-176;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6500,000000;0.0;0.0;0.0;7707478101989;SONIDO;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2360;AUDIFONOS ESTEREO SG-17;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;16000,000000;9000,000000;0.0;0.0;0.0;7707478103617;SONIDO;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2361;DIADEMA BLUETOOTH SG-4060;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;30000,000000;0.0;0.0;0.0;7707478100890;SONIDO;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2362;DIADEMA BLUETOOTH SPEED SONG SG-4056;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;59000,000000;38000,000000;0.0;0.0;0.0;7707478101354;SONIDO;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2363;DIADEMA BLUETOOTH SG-4057;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;59000,000000;38000,000000;0.0;0.0;0.0;7707478100357;SONIDO;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2364;CABLE 1X1 3M SG-71;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;8000,000000;3500,000000;0.0;0.0;0.0;7707478107516;SONIDO;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2365;MEMORIA USB KINGSTON EXODIA ONYX 128GB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;48000,000000;28500,000000;0.0;0.0;0.0;740617332742;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2366;DISCO DE ESTADO SOLIDO 120GB ADATA SU650;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;79000,000000;49950,000000;0.0;0.0;0.0;4713218461155;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2367;CARGADOR MOVISUN MQC-75;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;17000,000000;10000,000000;0.0;0.0;0.0;9285957395213;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2368;CARGADOR MOVISUN MPD-80;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;32000,000000;20150,000000;0.0;0.0;0.0;3066;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2369;PARLANTE BLUETOOTH JEXPA JX619;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;59000,000000;40500,000000;0.0;0.0;0.0;21086;SONIDO;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2370;AUDIFONOS MONITOR X10 MOVISUN;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;65000,000000;47000,000000;0.0;0.0;0.0;21087;SONIDO;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2371;SOPORTE CELULAR ESCRITORIO LUMMY;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;18000,000000;12000,000000;0.0;0.0;0.0;25134;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2372;CARGADOR CELULAR LUMMY 25W PANTALLA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;32000,000000;21000,000000;0.0;0.0;0.0;3067;ENERGIA;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2373;CARGADOR CELULAR TIPO C 3.4A LUMMY;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;19000,000000;11800,000000;0.0;0.0;0.0;3068;ENERGIA;30 DIAS;MEDIA;07/11/2022;OK TEC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2374;ADAPTADOR TIPO C A HDMI 2 USB 3.0 JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;75000,000000;50000,000000;0.0;0.0;0.0;11231;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2375;AUDIFONOS TIPO AIRPODS 1;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;75000,000000;50000,000000;0.0;0.0;0.0;190199246997;SONIDO;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2376;PHONE FOLDER WATERPROOF CASE;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;24000,000000;0.0;0.0;0.0;25135;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2377;AUDIFONOS JUQU JQ-201;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;7500,000000;0.0;0.0;0.0;21088;SONIDO;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2378;AUDIFONOS CONDUCCION OSEA NIA AN-9S DISTRI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;149000,000000;105000,000000;0.0;0.0;0.0;21089;SONIDO;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2379;PARLANTE MINI M3 DISTRI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;27000,000000;15000,000000;0.0;0.0;0.0;21090;SONIDO;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2380;HOLDER ESCRITORIO DISTRI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8000,000000;0.0;0.0;0.0;21058;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2381;HOLDER ESCRITORIO METALICO S368 DISTRI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;26000,000000;18000,000000;0.0;0.0;0.0;25040;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2382;AUDIFONOS BLUETOOTH TIPO JBL K15;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;79000,000000;55000,000000;0.0;0.0;0.0;6520220928020;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2383;DIADEMA GAMER USB G3;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;35000,000000;0.0;0.0;0.0;6945245741223;SONIDO;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2384;CABLE USB 5 PINES FILTRO JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;8000,000000;3900,000000;0.0;0.0;0.0;10798A00;CABLES;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2385;CABLE HDMI ENMALLADO HDMI05 JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;4900,000000;0.0;0.0;0.0;10875;CABLES;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2386;CABLE DE RED 25MTS JALTECH NC-25M;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;22000,000000;10900,000000;0.0;0.0;0.0;11086;CABLES DE RED;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2387;HUB USB BASIK BSKHUB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;4900,000000;0.0;0.0;0.0;80268;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2388;COMBO TECLADO MOUSE INALAMBRICO FC-8089 JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;55000,000000;49900,000000;0.0;0.0;0.0;80247;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2389;"FUNDA CIERRE DOBLE FAZ 14"" JALTECH 04-14";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;27000,000000;17900,000000;0.0;0.0;0.0;1042300;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2390;"FUNDA IMPERMEABLE 14"" OXFORD JALTECH 09-14";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;35900,000000;0.0;0.0;0.0;10952;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2391;RIZADOR WAER WA-R001;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;47000,000000;32000,000000;0.0;0.0;0.0;6972823672402;PELUQUERIA;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2392;BOMBILLO LED WI-FI TP-LINK RGB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;25000,000000;0.0;0.0;0.0;840030703706;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;AMAZON;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2393;MEMORIA USB 4GB SP;;;;;;;IVA;19.0;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;11764,705882;10000,000000;0.0;0.0;0.0;7709202201231;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;POETA;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2394;MEMORIA USB 8GB SP;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;10500,000000;0.0;0.0;0.0;7709202201279;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;POETA;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2395;EXTENSION OSBLACK 9FT WJ-46;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;9000,000000;4900,000000;0.0;0.0;0.0;7453038480093;ENERGIA;30 DIAS;MEDIA;07/11/2022;ANDRES;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
